id	label	type
N1415	walk	semantic
N1415	walk	syntactic
N1416	scarf	semantic
N1416	scarf	translation
N1416	scarf	syntactic
N1416	scarf	systematicity
N1417	water+flow_2	translation
N1418	admit	translation
N1418	admit	semantic
N1418	admit	syntactic
N1419	fs–jelly	translation
N1420	none/nothing	translation
N1421	bee	translation
N1421	bee	semantic
N1421	bee	systematicity
N1422	#club	translation
N1423	busy/business	translation
N1424	virgin–mary	translation
N1425	line	translation
N1425	line	semantic
N1425	line	syntactic
N1426	know+that	translation
N1427	report	translation
N1427	report	semantic
N1428	checking–account	translation
N1429	(v)crawl	translation
N1430	safe	translation
N1430	safe	semantic
N1430	safe	syntactic
N1431	naked	translation
N1431	naked	semantic
N1431	naked	syntactic
N1432	cook/kitchen+box/room	translation
N1433	remember	translation
N1433	remember	semantic
N1433	remember	syntactic
N1433	remember	systematicity
N1434	wash+dish–pl	translation
N1435	turn+boy+correct	translation
N1436	dry+area_2	translation
N1437	look–by–eye	translation
N1438	all–night–after–midnight	translation
N1439	express	translation
N1439	express	semantic
N1439	express	syntactic
N1440	confidential	translation
N1440	confidential	semantic
N1440	confidential	syntactic
N1441	adapt	translation
N1441	adapt	semantic
N1442	(p)pay+finish	translation
N1443	(p)paranoid	translation
N1444	result	translation
N1444	result	semantic
N1444	result	syntactic
N1445	muslim	translation
N1445	muslim	semantic
N1446	thermometer	translation
N1446	thermometer	semantic
N1446	thermometer	syntactic
N1447	take–picture	translation
N1448	grow–up	translation
N1449	blanket	semantic
N1449	blanket	translation
N1449	blanket	syntactic
N1450	dimple	translation
N1450	dimple	semantic
N1451	think+messed–up	translation
N1452	queen	translation
N1452	queen	semantic
N1452	queen	syntactic
N1453	divorce	translation
N1453	divorce	semantic
N1453	divorce	syntactic
N1454	beard	translation
N1454	beard	semantic
N1454	beard	syntactic
N1455	make	translation
N1455	make	semantic
N1455	make	syntactic
N1456	goosebumps	translation
N1456	goosebumps	semantic
N1456	goosebumps	syntactic
N1457	show+agent	translation
N1458	frustrate	translation
N1458	frustrate	semantic
N1458	frustrate	syntactic
N1459	shape/statue	translation
N1460	billiards	translation
N1460	billiards	semantic
N1461	farm	translation
N1461	farm	semantic
N1461	farm	syntactic
N1462	#mw	translation
N1463	circumcise	translation
N1463	circumcise	semantic
N1464	halloween	translation
N1464	halloween	semantic
N1465	feedback	translation
N1465	feedback	semantic
N1465	feedback	syntactic
N1466	giggle	translation
N1466	giggle	semantic
N1467	haircut	translation
N1467	haircut	semantic
N1467	haircut	syntactic
N1468	guilty	translation
N1468	guilty	semantic
N1468	guilty	syntactic
N1469	fired	translation
N1469	fired	semantic
N1469	fired	syntactic
N1470	ix–1p	translation
N1471	fifteen	translation
N1471	fifteen	semantic
N1472	baptist	translation
N1472	baptist	semantic
N1473	stamp	translation
N1473	stamp	semantic
N1473	stamp	syntactic
N1474	mentally–retarded	translation
N1475	fingers	translation
N1475	fingers	semantic
N1476	to/until	translation
N1477	in–four–years	translation
N1478	eagle	translation
N1478	eagle	semantic
N1478	eagle	syntactic
N1478	eagle	systematicity
N1479	old+five_2	translation
N1480	beaver	translation
N1480	beaver	semantic
N1480	beaver	syntactic
N1481	thirsty	translation
N1481	thirsty	semantic
N1481	thirsty	syntactic
N1482	grip	translation
N1482	grip	semantic
N1483	copy	translation
N1483	copy	semantic
N1483	copy	syntactic
N1484	but	translation
N1484	but	semantic
N1484	but	syntactic
N1485	bring/carry	translation
N1486	bad	semantic
N1486	bad	translation
N1486	bad	syntactic
N1487	grow	translation
N1487	grow	semantic
N1487	grow	syntactic
N1488	fatherwg+law	translation
N1489	sweat	translation
N1489	sweat	semantic
N1489	sweat	syntactic
N1490	rabbi	translation
N1490	rabbi	semantic
N1491	(5)face+same	translation
N1492	music+agent	translation
N1493	take	translation
N1493	take	semantic
N1493	take	syntactic
N1494	astonished	translation
N1494	astonished	semantic
N1495	one–night–stand	translation
N1496	half–limb	translation
N1497	technology_2+agent	translation
N1498	underpants+bra	translation
N1499	proportion	translation
N1499	proportion	semantic
N1500	price	translation
N1500	price	semantic
N1500	price	syntactic
N1501	around	translation
N1501	around	semantic
N1502	system	translation
N1502	system	semantic
N1502	system	syntactic
N1503	laid–up	translation
N1504	fork–in–road_3	translation
N1505	hear+rumble	translation
N1506	take–advantage	translation
N1507	highway	translation
N1507	highway	semantic
N1508	know+neg	translation
N1509	noise+rumble	translation
N1510	opposite	translation
N1510	opposite	semantic
N1511	magnet	systematicity
N1511	magnet	translation
N1511	magnet	semantic
N1511	magnet	syntactic
N1512	#job	translation
N1513	(1)cheat	translation
N1514	hour	translation
N1514	hour	semantic
N1514	hour	syntactic
N1515	next–week	translation
N1516	happy	translation
N1516	happy	semantic
N1516	happy	syntactic
N1517	two–months	translation
N1518	time–period	translation
N1519	coach	translation
N1519	coach	semantic
N1519	coach	syntactic
N1520	beat	translation
N1520	beat	semantic
N1520	beat	syntactic
N1521	proceed	translation
N1521	proceed	semantic
N1522	i–love–you	translation
N1523	dark	translation
N1523	dark	semantic
N1523	dark	systematicity
N1524	mind+off–course	translation
N1525	light+house	translation
N1526	cross	translation
N1526	cross	semantic
N1526	cross	syntactic
N1526	cross	systematicity
N1527	bicycle	translation
N1527	bicycle	semantic
N1527	bicycle	syntactic
N1528	among	translation
N1528	among	semantic
N1529	high	translation
N1529	high	semantic
N1529	high	syntactic
N1530	interpret+(1h)agent	translation
N1531	think+shock	translation
N1532	thrill/whats–up	translation
N1533	fs–ice+ice–skate	translation
N1534	together/go–steady	translation
N1535	hundred	translation
N1535	hundred	semantic
N1535	hundred	syntactic
N1536	red+black+checkers	translation
N1537	lord	translation
N1537	lord	semantic
N1538	shoe	translation
N1538	shoe	semantic
N1539	red+blood	translation
N1540	hold	translation
N1540	hold	semantic
N1540	hold	syntactic
N1541	sting–face	translation
N1542	hello	translation
N1542	hello	semantic
N1542	hello	syntactic
N1543	(2h)any+(2h)thing	translation
N1544	clear	translation
N1544	clear	semantic
N1544	clear	syntactic
N1545	government	semantic
N1545	government	translation
N1545	government	syntactic
N1546	cruel	translation
N1546	cruel	semantic
N1547	goal	translation
N1547	goal	semantic
N1547	goal	syntactic
N1548	opportunity	translation
N1548	opportunity	semantic
N1548	opportunity	syntactic
N1549	support	translation
N1549	support	semantic
N1550	delete	translation
N1550	delete	semantic
N1551	self:i	translation
N1552	act+agent	translation
N1553	for	translation
N1553	for	syntactic
N1553	for	semantic
N1554	major	translation
N1554	major	semantic
N1554	major	syntactic
N1555	attempt	translation
N1555	attempt	semantic
N1556	interpret+agent	translation
N1557	religion	semantic
N1557	religion	translation
N1557	religion	syntactic
N1558	crawl	translation
N1558	crawl	semantic
N1558	crawl	syntactic
N1558	crawl	systematicity
N1559	everyday	translation
N1559	everyday	semantic
N1559	everyday	syntactic
N1560	concept	translation
N1560	concept	semantic
N1560	concept	syntactic
N1561	brag	translation
N1561	brag	semantic
N1561	brag	syntactic
N1562	good+morning	translation
N1563	spray	translation
N1563	spray	semantic
N1564	eighth–place	translation
N1565	kill	translation
N1565	kill	semantic
N1565	kill	syntactic
N1566	that	translation
N1566	that	syntactic
N1566	that	semantic
N1567	international	translation
N1567	international	semantic
N1568	tend	translation
N1568	tend	semantic
N1569	rib	translation
N1569	rib	semantic
N1570	count_2+agent	translation
N1571	(l)live+box/room	translation
N1572	misunderstand	translation
N1572	misunderstand	semantic
N1572	misunderstand	syntactic
N1573	come–on	translation
N1574	audience	translation
N1574	audience	semantic
N1574	audience	syntactic
N1575	later_2	translation
N1576	fence	translation
N1576	fence	semantic
N1577	six–hours	translation
N1578	grab–chance+part:indef	translation
N1579	create/pretend	translation
N1580	look	translation
N1580	look	semantic
N1581	banana	translation
N1581	banana	semantic
N1581	banana	syntactic
N1581	banana	systematicity
N1582	break–down–building	translation
N1583	bar	semantic
N1583	bar	translation
N1583	bar	syntactic
N1584	humble	semantic
N1584	humble	translation
N1584	humble	syntactic
N1585	wine+pop–cork	translation
N1586	each+where	translation
N1587	boy+also	translation
N1588	deal–cards	translation
N1589	physical	translation
N1589	physical	semantic
N1590	print+agent	translation
N1591	continue	translation
N1591	continue	semantic
N1591	continue	syntactic
N1592	shy	semantic
N1592	shy	translation
N1592	shy	syntactic
N1593	old+three_2	translation
N1594	cow	semantic
N1594	cow	translation
N1594	cow	syntactic
N1595	throw–basketball	translation
N1596	freckles	translation
N1596	freckles	semantic
N1596	freckles	syntactic
N1597	remove	translation
N1597	remove	semantic
N1597	remove	syntactic
N1598	pancake	translation
N1598	pancake	semantic
N1598	pancake	syntactic
N1599	man	translation
N1599	man	semantic
N1599	man	syntactic
N1600	lighthouse	translation
N1600	lighthouse	semantic
N1601	nine+nine–hours	translation
N1602	and	translation
N1602	and	semantic
N1602	and	syntactic
N1603	two–more	translation
N1604	now+day	translation
N1605	touch–heart+grief+(1h)(5)touch–heart	translation
N1606	fs–tattoo	translation
N1607	drink	semantic
N1607	drink	translation
N1607	drink	syntactic
N1607	drink	systematicity
N1608	(l–x)interesting	translation
N1609	recent–past	translation
N1610	get–in	translation
N1611	afraid	translation
N1611	afraid	semantic
N1612	vampire	translation
N1612	vampire	semantic
N1612	vampire	syntactic
N1612	vampire	systematicity
N1613	toilet	translation
N1613	toilet	semantic
N1613	toilet	syntactic
N1614	organization	translation
N1614	organization	semantic
N1614	organization	syntactic
N1615	allow	translation
N1615	allow	semantic
N1616	angry	semantic
N1616	angry	translation
N1616	angry	syntactic
N1617	lazy	translation
N1617	lazy	semantic
N1617	lazy	syntactic
N1618	summarize	translation
N1618	summarize	semantic
N1618	summarize	syntactic
N1619	king+ground+area	translation
N1620	fs–gravity	translation
N1621	sleep	translation
N1621	sleep	semantic
N1621	sleep	syntactic
N1622	sixty–seven	translation
N1622	sixty–seven	semantic
N1623	old+one_2	translation
N1624	certify	translation
N1624	certify	semantic
N1625	two_2+hour	translation
N1626	grouchy	translation
N1626	grouchy	semantic
N1627	avoid/fall–behind	translation
N1628	wheel+cart	translation
N1629	honor	translation
N1629	honor	semantic
N1629	honor	syntactic
N1630	blossom	translation
N1630	blossom	semantic
N1631	ix–honorific	translation
N1632	new+testament	translation
N1633	letter/mail	translation
N1634	snowmobile	translation
N1634	snowmobile	semantic
N1635	half–half	translation
N1636	one–fourth	translation
N1636	one–fourth	semantic
N1637	list+do–do	translation
N1638	(s)broom	translation
N1639	black	semantic
N1639	black	translation
N1639	black	syntactic
N1640	turn	translation
N1640	turn	semantic
N1640	turn	syntactic
N1641	three–more	translation
N1642	grandmother	translation
N1642	grandmother	semantic
N1642	grandmother	syntactic
N1643	flat/level	translation
N1644	computer	semantic
N1644	computer	translation
N1644	computer	syntactic
N1645	crush	translation
N1645	crush	semantic
N1646	eat+night	translation
N1647	blush–brush	translation
N1648	fifty–five	translation
N1648	fifty–five	semantic
N1649	arrive	translation
N1649	arrive	semantic
N1649	arrive	syntactic
N1650	butter	translation
N1650	butter	semantic
N1650	butter	syntactic
N1651	fast_3	translation
N1652	between/share+agent	translation
N1653	male–cousin	translation
N1654	ear_2/birthday_2	translation
N1655	chin	phonological
N1655	chin	translation
N1655	chin	semantic
N1656	fill–out	translation
N1657	honey/dear	translation
N1658	incompetent	translation
N1658	incompetent	semantic
N1659	bike–pump	translation
N1660	(b)blinds	translation
N1661	really	semantic
N1661	really	translation
N1661	really	syntactic
N1662	wait	semantic
N1662	wait	translation
N1662	wait	syntactic
N1663	bra	translation
N1663	bra	semantic
N1663	bra	syntactic
N1663	bra	systematicity
N1664	pie	semantic
N1664	pie	translation
N1664	pie	syntactic
N1665	square+door	translation
N1666	federal	translation
N1666	federal	semantic
N1667	live	translation
N1667	live	semantic
N1668	ninth	translation
N1668	ninth	semantic
N1669	(s)mosquito	translation
N1670	peas	translation
N1670	peas	semantic
N1671	strange	translation
N1671	strange	semantic
N1671	strange	syntactic
N1672	hard–of–hearing	translation
N1673	situation	translation
N1673	situation	semantic
N1673	situation	syntactic
N1674	throw–ball	translation
N1675	mask	translation
N1675	mask	semantic
N1676	society	translation
N1676	society	semantic
N1676	society	syntactic
N1677	court+house	translation
N1678	bra+underpants	translation
N1679	bake/oven	translation
N1680	flip–over	translation
N1681	crab	translation
N1681	crab	semantic
N1682	lead	translation
N1682	lead	semantic
N1682	lead	syntactic
N1683	every–monday	translation
N1684	paddle/canoe	translation
N1685	catholic	semantic
N1685	catholic	translation
N1685	catholic	syntactic
N1686	cat+up_2	translation
N1687	bald_2+all–gone	translation
N1688	freshman_4	translation
N1689	supervise	translation
N1689	supervise	semantic
N1689	supervise	syntactic
N1690	prevent	translation
N1690	prevent	semantic
N1691	thanksgiving	translation
N1691	thanksgiving	semantic
N1691	thanksgiving	syntactic
N1692	complain/object	translation
N1693	prison+agent	translation
N1694	video–camera	translation
N1695	postpone	translation
N1695	postpone	semantic
N1695	postpone	syntactic
N1696	shoot	translation
N1696	shoot	semantic
N1697	belong	translation
N1697	belong	semantic
N1698	close–window	translation
N1699	throw–baseball	translation
N1700	go–away	translation
N1701	touch–heart+(5)touch–heart	translation
N1702	forever	translation
N1702	forever	semantic
N1702	forever	syntactic
N1703	boy_2+correct_2+law	translation
N1704	(s)old+five_2	translation
N1705	preach+agent	translation
N1706	mental–scar	translation
N1707	appointment	translation
N1707	appointment	semantic
N1707	appointment	syntactic
N1708	fifth	translation
N1708	fifth	semantic
N1708	fifth	syntactic
N1709	(5)foot	translation
N1710	face+strong	translation
N1711	camera+agent	translation
N1712	match	translation
N1712	match	semantic
N1712	match	syntactic
N1713	stab	translation
N1713	stab	semantic
N1714	form	translation
N1714	form	semantic
N1714	form	syntactic
N1715	bury	translation
N1715	bury	semantic
N1715	bury	syntactic
N1715	bury	systematicity
N1716	girl+baby_2	translation
N1717	test	translation
N1717	test	semantic
N1717	test	syntactic
N1718	linguistics	translation
N1718	linguistics	semantic
N1718	linguistics	syntactic
N1719	black+fs–berry	translation
N1720	short	translation
N1720	short	semantic
N1720	short	systematicity
N1721	cashier	translation
N1721	cashier	semantic
N1722	(x)fool/doll+day	translation
N1723	pizza_4	translation
N1724	salute	translation
N1724	salute	semantic
N1725	ride–on	translation
N1726	nab	translation
N1726	nab	semantic
N1727	self–1p	translation
N1728	cafeteria	translation
N1728	cafeteria	semantic
N1728	cafeteria	syntactic
N1729	who	translation
N1729	who	semantic
N1729	who	syntactic
N1730	airplane	translation
N1730	airplane	semantic
N1730	airplane	syntactic
N1731	below	translation
N1731	below	semantic
N1732	etcetera	translation
N1732	etcetera	semantic
N1733	sailboat	translation
N1733	sailboat	semantic
N1733	sailboat	syntactic
N1734	e–mail_2	translation
N1735	open–window	translation
N1736	prize–drawing	translation
N1737	absent	translation
N1737	absent	semantic
N1738	face+nice/clean	translation
N1739	not	translation
N1739	not	semantic
N1739	not	syntactic
N1740	structure	translation
N1740	structure	semantic
N1740	structure	syntactic
N1741	disappoint	translation
N1741	disappoint	semantic
N1741	disappoint	syntactic
N1742	before_2+school	translation
N1743	college	semantic
N1743	college	translation
N1743	college	syntactic
N1744	chance	semantic
N1744	chance	translation
N1744	chance	syntactic
N1745	pop–up	translation
N1745	pop–up	semantic
N1746	internet	translation
N1746	internet	semantic
N1746	internet	syntactic
N1747	behavior	translation
N1747	behavior	semantic
N1747	behavior	syntactic
N1748	hear+shut	translation
N1749	all	translation
N1749	all	semantic
N1749	all	syntactic
N1750	bad+dream	translation
N1751	senior–citizen	translation
N1752	gold/ns–california	translation
N1753	mistake	translation
N1753	mistake	semantic
N1754	furniture	translation
N1754	furniture	semantic
N1754	furniture	syntactic
N1755	seventy–six	translation
N1755	seventy–six	semantic
N1756	use+agent	translation
N1757	time+(1h)what	translation
N1758	spill	translation
N1758	spill	semantic
N1758	spill	systematicity
N1759	show	translation
N1759	show	semantic
N1759	show	syntactic
N1760	tomorrow	translation
N1760	tomorrow	semantic
N1760	tomorrow	syntactic
N1761	put	translation
N1761	put	semantic
N1761	put	syntactic
N1762	stage	translation
N1762	stage	semantic
N1763	most	translation
N1763	most	semantic
N1763	most	syntactic
N1764	father+in+law	translation
N1765	sensitive	translation
N1765	sensitive	semantic
N1765	sensitive	syntactic
N1766	article	translation
N1766	article	semantic
N1766	article	syntactic
N1767	drop	translation
N1767	drop	semantic
N1767	drop	syntactic
N1768	uncle	translation
N1768	uncle	semantic
N1768	uncle	syntactic
N1769	each+one_2	translation
N1770	latch	translation
N1770	latch	semantic
N1771	#od	translation
N1772	deflate	translation
N1772	deflate	semantic
N1772	deflate	syntactic
N1773	woman	translation
N1773	woman	semantic
N1773	woman	syntactic
N1773	woman	systematicity
N1774	fire/burn+place	translation
N1775	total	translation
N1775	total	semantic
N1775	total	syntactic
N1776	more–than	translation
N1777	skirt	translation
N1777	skirt	semantic
N1777	skirt	syntactic
N1778	episcopal	translation
N1778	episcopal	semantic
N1779	lose	translation
N1779	lose	semantic
N1779	lose	syntactic
N1780	dismiss	translation
N1780	dismiss	semantic
N1781	fs–feather	translation
N1782	shut	translation
N1782	shut	semantic
N1783	bowling–strike	translation
N1784	because	translation
N1784	because	semantic
N1784	because	syntactic
N1785	helmet	translation
N1785	helmet	semantic
N1785	helmet	syntactic
N1785	helmet	systematicity
N1786	call–on–relay/vrs+contact	translation
N1787	deflate_2	translation
N1788	slim	translation
N1788	slim	semantic
N1789	bath+bathrobe	translation
N1790	daughter	translation
N1790	daughter	semantic
N1790	daughter	syntactic
N1791	frame	translation
N1791	frame	semantic
N1791	frame	syntactic
N1792	farm_2+agent	translation
N1793	ten	translation
N1793	ten	semantic
N1794	coconut	translation
N1794	coconut	semantic
N1794	coconut	syntactic
N1795	curious	translation
N1795	curious	semantic
N1795	curious	syntactic
N1796	next–year	translation
N1797	music+group/together	translation
N1798	institute	translation
N1798	institute	semantic
N1798	institute	syntactic
N1799	refer	translation
N1799	refer	semantic
N1800	bathrobe	translation
N1800	bathrobe	semantic
N1801	require	translation
N1801	require	semantic
N1802	minor	syntactic
N1802	minor	translation
N1802	minor	semantic
N1803	project	translation
N1803	project	semantic
N1803	project	syntactic
N1804	neg	translation
N1804	neg	semantic
N1805	vacation	semantic
N1805	vacation	translation
N1805	vacation	syntactic
N1806	waist	phonological
N1806	waist	translation
N1806	waist	semantic
N1807	record	translation
N1807	record	semantic
N1807	record	syntactic
N1808	attitude	translation
N1808	attitude	semantic
N1808	attitude	syntactic
N1809	voice	translation
N1809	voice	semantic
N1809	voice	syntactic
N1810	checkers	translation
N1810	checkers	semantic
N1811	skunk	translation
N1811	skunk	semantic
N1811	skunk	syntactic
N1812	eyelashes	translation
N1812	eyelashes	semantic
N1813	gradual–improve	translation
N1814	motivate+agent	translation
N1815	one–month	translation
N1815	one–month	semantic
N1816	sunset	translation
N1816	sunset	semantic
N1816	sunset	syntactic
N1817	mind+blow–up	translation
N1818	frog	translation
N1818	frog	semantic
N1818	frog	syntactic
N1819	stand–up+ascend	translation
N1820	pitcher	translation
N1820	pitcher	semantic
N1820	pitcher	syntactic
N1821	boy+baby	translation
N1822	pay	translation
N1822	pay	semantic
N1822	pay	syntactic
N1823	white+snow	translation
N1824	teenager	translation
N1824	teenager	semantic
N1824	teenager	syntactic
N1825	top	translation
N1825	top	semantic
N1825	top	syntactic
N1826	twenty–five	translation
N1826	twenty–five	semantic
N1827	in	translation
N1827	in	semantic
N1827	in	syntactic
N1828	light+dim	translation
N1829	stubborn	semantic
N1829	stubborn	translation
N1829	stubborn	syntactic
N1830	plastic	translation
N1830	plastic	semantic
N1831	expose	translation
N1831	expose	semantic
N1832	bracelet	translation
N1832	bracelet	semantic
N1832	bracelet	syntactic
N1833	cycle	translation
N1833	cycle	semantic
N1834	heart+attack	translation
N1835	not–care	translation
N1836	dry+(1h)area	translation
N1837	dance	translation
N1837	dance	semantic
N1837	dance	syntactic
N1838	pay+finish	translation
N1839	cold+door	translation
N1840	haircut+agent	translation
N1841	bug	semantic
N1841	bug	translation
N1841	bug	syntactic
N1842	sit	translation
N1842	sit	semantic
N1842	sit	syntactic
N1843	silver	translation
N1843	silver	semantic
N1843	silver	syntactic
N1844	decide	translation
N1844	decide	semantic
N1845	ignore	translation
N1845	ignore	semantic
N1845	ignore	syntactic
N1846	ram	translation
N1846	ram	semantic
N1847	short–height	translation
N1848	turn+fatherwg	translation
N1849	snow	semantic
N1849	snow	translation
N1849	snow	syntactic
N1849	snow	systematicity
N1850	cancel/criticize	translation
N1851	punch	translation
N1851	punch	semantic
N1852	pig	semantic
N1852	pig	translation
N1852	pig	syntactic
N1853	cheap	translation
N1853	cheap	semantic
N1853	cheap	syntactic
N1854	vibrate	translation
N1854	vibrate	semantic
N1854	vibrate	syntactic
N1855	(s)bomb	translation
N1856	restless	translation
N1856	restless	semantic
N1856	restless	syntactic
N1857	fly–by–wings	translation
N1858	treat	translation
N1858	treat	semantic
N1859	face+dclface	translation
N1860	powerful	translation
N1860	powerful	semantic
N1861	dirty	translation
N1861	dirty	semantic
N1861	dirty	syntactic
N1862	freeze	translation
N1862	freeze	semantic
N1862	freeze	syntactic
N1863	have	translation
N1863	have	semantic
N1863	have	syntactic
N1864	pope	translation
N1864	pope	semantic
N1864	pope	syntactic
N1865	quote/topic	translation
N1866	support+agent	translation
N1867	important+neg	translation
N1868	shoulder	phonological
N1868	shoulder	semantic
N1868	shoulder	translation
N1868	shoulder	syntactic
N1868	shoulder	systematicity
N1869	shh+quiet_2	translation
N1870	develop	translation
N1870	develop	semantic
N1870	develop	systematicity
N1871	superior	translation
N1871	superior	semantic
N1871	superior	syntactic
N1872	roller–blade	translation
N1873	transfer	translation
N1873	transfer	semantic
N1873	transfer	syntactic
N1874	shoe+half–limb	translation
N1875	bath+dress/clothes	translation
N1876	dinner	translation
N1876	dinner	semantic
N1876	dinner	systematicity
N1877	age–three	translation
N1878	phone+(2h)hang–up–phone	translation
N1879	cherish	translation
N1879	cherish	semantic
N1879	cherish	syntactic
N1880	customer	translation
N1880	customer	semantic
N1881	wrap	translation
N1881	wrap	semantic
N1881	wrap	syntactic
N1882	ceiling	translation
N1882	ceiling	semantic
N1882	ceiling	syntactic
N1883	peek–around	translation
N1884	blue+berry_2	translation
N1885	method	translation
N1885	method	semantic
N1886	best–friend	translation
N1887	fs–candy	translation
N1888	gun	translation
N1888	gun	semantic
N1888	gun	syntactic
N1888	gun	systematicity
N1889	laptop	translation
N1889	laptop	semantic
N1889	laptop	syntactic
N1890	red+black+(2h)checkers	translation
N1891	(1h)happy+(1h)most	translation
N1892	seventy–nine	translation
N1892	seventy–nine	semantic
N1893	hot	translation
N1893	hot	semantic
N1893	hot	syntactic
N1894	smooth–surface	translation
N1895	fat	translation
N1895	fat	semantic
N1895	fat	syntactic
N1896	seven–hours	translation
N1897	one_2+million/billion	translation
N1898	ambulance	translation
N1898	ambulance	semantic
N1899	good+night	translation
N1900	king+area	translation
N1901	fist	translation
N1901	fist	semantic
N1902	eight	translation
N1902	eight	semantic
N1902	eight	syntactic
N1903	better	translation
N1903	better	semantic
N1903	better	syntactic
N1904	spank	translation
N1904	spank	semantic
N1905	cook/kitchen+agent	translation
N1906	advise/influence+agent	translation
N1907	forty–four	translation
N1907	forty–four	semantic
N1908	thumbs–up/good	translation
N1909	depress	translation
N1909	depress	semantic
N1909	depress	syntactic
N1910	hurt	translation
N1910	hurt	semantic
N1910	hurt	syntactic
N1911	stop	translation
N1911	stop	semantic
N1911	stop	syntactic
N1912	suffer	translation
N1912	suffer	semantic
N1913	open–door	translation
N1914	swear	translation
N1914	swear	semantic
N1915	e–mail	translation
N1915	e–mail	semantic
N1916	block	translation
N1916	block	semantic
N1917	down	translation
N1917	down	semantic
N1917	down	syntactic
N1918	wealthy	translation
N1918	wealthy	semantic
N1919	break	translation
N1919	break	semantic
N1919	break	syntactic
N1920	donut	translation
N1920	donut	semantic
N1920	donut	syntactic
N1921	feed	translation
N1921	feed	semantic
N1922	a–level–above	translation
N1923	binoculars	translation
N1923	binoculars	semantic
N1923	binoculars	syntactic
N1924	hotel	translation
N1924	hotel	semantic
N1924	hotel	syntactic
N1925	door	semantic
N1925	door	translation
N1925	door	syntactic
N1926	problem	translation
N1926	problem	semantic
N1927	diploma	translation
N1927	diploma	semantic
N1928	veto/reject	translation
N1929	spread	translation
N1929	spread	semantic
N1929	spread	systematicity
N1930	miscommunicate	translation
N1931	chapter	translation
N1931	chapter	semantic
N1932	road	translation
N1932	road	semantic
N1932	road	syntactic
N1933	disagree	translation
N1933	disagree	semantic
N1934	mother	semantic
N1934	mother	translation
N1934	mother	syntactic
N1935	still	translation
N1935	still	semantic
N1935	still	syntactic
N1936	put–on–gloves	translation
N1937	(1h)good/thank–you+enough	translation
N1938	apostrophe	translation
N1938	apostrophe	semantic
N1939	ego	translation
N1939	ego	semantic
N1939	ego	syntactic
N1940	any+one–pl–arc	translation
N1941	#asl	translation
N1942	clever	translation
N1942	clever	semantic
N1943	#cc	translation
N1944	pass	translation
N1944	pass	semantic
N1944	pass	syntactic
N1945	stoplight	translation
N1945	stoplight	semantic
N1946	think+faith	translation
N1947	bat	translation
N1947	bat	semantic
N1948	pencil	semantic
N1948	pencil	translation
N1948	pencil	syntactic
N1949	think+pass–out	translation
N1950	addicted	translation
N1950	addicted	semantic
N1951	bird	semantic
N1951	bird	translation
N1951	bird	syntactic
N1952	red+blush	translation
N1953	seat–belt	translation
N1954	can	translation
N1954	can	semantic
N1954	can	syntactic
N1955	thirteen	translation
N1955	thirteen	semantic
N1956	also	translation
N1956	also	semantic
N1957	deaf–applause	translation
N1958	take–break	translation
N1959	east	translation
N1959	east	semantic
N1959	east	syntactic
N1960	fifth–place	translation
N1960	fifth–place	semantic
N1961	type	semantic
N1961	type	translation
N1961	type	syntactic
N1962	air	translation
N1962	air	semantic
N1963	ping–pong/tennis	translation
N1964	head–cold+runny–nose	translation
N1965	stray/deviate	translation
N1966	sixty–six	translation
N1966	sixty–six	semantic
N1967	paper+square	translation
N1968	baseball	semantic
N1968	baseball	translation
N1968	baseball	syntactic
N1969	lead+agent	translation
N1970	poster	translation
N1970	poster	semantic
N1971	father+law	translation
N1972	expert	translation
N1972	expert	semantic
N1972	expert	syntactic
N1973	follow	translation
N1973	follow	semantic
N1973	follow	systematicity
N1974	candy	translation
N1974	candy	semantic
N1975	big–headed	translation
N1976	soup	semantic
N1976	soup	translation
N1976	soup	syntactic
N1977	go–by–boat	translation
N1978	allergy	translation
N1978	allergy	semantic
N1979	take–off	translation
N1979	take–off	semantic
N1980	vegetable	translation
N1980	vegetable	semantic
N1980	vegetable	syntactic
N1981	plenty	translation
N1981	plenty	semantic
N1981	plenty	syntactic
N1982	think+(2h)pass–out	translation
N1983	same	translation
N1983	same	semantic
N1984	first–in–list	translation
N1985	overwhelmed	translation
N1985	overwhelmed	semantic
N1985	overwhelmed	syntactic
N1986	ruin	translation
N1986	ruin	semantic
N1986	ruin	syntactic
N1987	royal	translation
N1987	royal	semantic
N1988	two–hours	translation
N1989	girl+baby	translation
N1990	telescope	translation
N1990	telescope	semantic
N1991	convince	translation
N1991	convince	semantic
N1991	convince	syntactic
N1991	convince	systematicity
N1992	good/thank–you	translation
N1993	million/billion	translation
N1994	nervy	translation
N1994	nervy	semantic
N1995	river+water+river	translation
N1996	relative	translation
N1996	relative	semantic
N1997	medical–patient	translation
N1998	good+enough	translation
N1999	cherry	translation
N1999	cherry	semantic
N1999	cherry	syntactic
N1999	cherry	systematicity
N2000	stripes	translation
N2000	stripes	semantic
N2001	past+year	translation
N2002	slipper	translation
N2002	slipper	semantic
N2002	slipper	syntactic
N2003	want+neg	translation
N2004	beach_3	translation
N2005	keep–in–mind	translation
N2006	cigar	translation
N2006	cigar	semantic
N2006	cigar	syntactic
N2007	(2h)alt.engineering+agent	translation
N2008	honeymoon	translation
N2008	honeymoon	semantic
N2009	snob	translation
N2009	snob	semantic
